term,borrowrate,listingcategory,isborrowerhomeowner,incomeverifiable,recommendation
36,0.1415,7,False,True,0
60,0.1769,1,False,True,0
36,0.085,0,False,True,0
36,0.23,3,False,False,0
60,0.1474,14,False,True,0
36,0.18,0,False,True,0
36,0.2495,4,True,True,0
36,0.1679,1,False,True,0
60,0.14,2,False,True,0
36,0.2452,3,True,True,0
36,0.31,2,True,True,0
36,0.13,4,False,True,1
36,0.1449,1,False,True,0
36,0.2566,15,True,True,0
36,0.071,6,True,True,0
60,0.1699,1,True,True,0
36,0.35,1,False,True,0
36,0.1399,1,True,True,0
36,0.1485,1,False,True,0
36,0.149,6,False,True,0
36,0.195,1,False,True,0
36,0.2199,2,False,False,0
60,0.1875,1,True,True,0
12,0.0565,2,True,True,0
36,0.0769,2,True,True,0
36,0.3134,3,False,False,0
36,0.1979,1,False,True,0
60,0.2199,1,True,True,0
36,0.12,1,True,True,0
60,0.231,1,True,True,0
36,0.2469,0,False,True,0
60,0.1535,1,False,True,0
36,0.2019,1,True,False,0
60,0.1239,1,False,True,0
36,0.24,0,False,True,0
36,0.0705,1,True,True,0
36,0.126,0,False,True,0
36,0.2769,1,False,True,0
60,0.2687,1,True,True,0
36,0.162,1,False,True,0
12,0.2669,3,False,False,0
36,0.29,0,False,True,0
36,0.1515,1,False,True,0
36,0.1033,0,False,True,0
36,0.111,1,True,True,0
36,0.2909,1,True,True,0
36,0.158,2,True,True,0
60,0.1385,1,True,True,0
36,0.183,0,False,True,0
36,0.2958,1,False,True,0
36,0.1039,1,False,True,0
36,0.275,1,False,True,0
36,0.24,1,False,True,1
36,0.2492,3,False,True,0
36,0.3199,2,True,True,0
60,0.197,1,False,True,0
60,0.201,1,False,True,0
36,0.2019,1,False,True,0
60,0.1649,1,True,True,0
36,0.0659,1,False,True,0
60,0.184,1,True,True,0
36,0.102,0,True,True,0
36,0.25,0,True,True,0
36,0.29,0,False,True,0
36,0.0749,3,False,True,0
36,0.201,7,True,False,0
36,0.0974,1,False,True,0
36,0.1045,3,False,True,0
36,0.3134,1,False,True,0
36,0.1299,7,True,True,0
36,0.1864,1,False,True,0
36,0.198,1,True,True,0
36,0.3177,1,False,True,0
36,0.1899,7,True,True,0
60,0.2489,3,False,False,0
36,0.35,1,False,True,0
36,0.3058,1,False,False,0
36,0.1734,7,True,True,0
36,0.0869,1,True,True,0
60,0.2694,15,True,True,0
60,0.2684,1,True,True,0
60,0.1223,1,False,True,0
36,0.0899,1,True,True,0
36,0.29,1,False,True,0
60,0.2916,7,True,True,0
60,0.2769,1,False,True,0
60,0.287,7,True,False,0
36,0.1825,1,False,True,0
60,0.194,1,True,True,0
36,0.2346,1,True,True,0
60,0.1914,1,False,True,0
36,0.2924,3,True,True,0
36,0.1559,1,True,True,0
36,0.225,0,False,True,0
60,0.2962,1,True,True,0
60,0.1795,1,False,True,0
36,0.18,1,True,True,0
36,0.0974,1,False,True,0
36,0.0975,5,False,True,0
36,0.1153,1,False,True,0
36,0.114,7,False,True,0
36,0.1153,1,False,False,0
36,0.1509,1,False,True,0
36,0.2566,7,False,True,0
36,0.179,7,False,True,0
36,0.3177,1,False,False,0
60,0.1355,1,True,True,0
36,0.2925,1,False,True,0
60,0.2398,2,True,True,0
36,0.0999,7,True,True,0
60,0.2209,14,False,True,0
60,0.2489,13,False,True,0
36,0.16,0,True,True,0
60,0.1795,1,True,True,0
36,0.2225,0,False,True,0
36,0.2999,1,False,True,0
36,0.3177,1,False,False,0
36,0.3125,2,False,True,0
36,0.184,1,True,True,0
60,0.2969,1,False,True,0
36,0.31,1,True,True,0
36,0.3177,1,False,True,0
36,0.0809,1,True,True,0
60,0.2235,3,False,False,0
36,0.315,2,False,True,0
36,0.155,1,True,True,1
36,0.2865,7,True,True,0
36,0.1639,6,True,False,0
36,0.1902,1,True,True,0
36,0.094,1,True,True,0
36,0.2625,1,True,True,0
60,0.1101,1,False,True,0
36,0.2599,3,False,False,0
36,0.0769,1,True,True,0
60,0.2925,1,True,True,0
60,0.197,1,False,True,0
36,0.2624,1,False,True,0
36,0.153,0,True,True,0
36,0.1045,1,False,True,0
36,0.2811,1,False,True,0
36,0.072,7,False,True,0
60,0.2085,1,False,True,0
36,0.2,2,True,True,0
60,0.3185,1,False,True,0
36,0.0974,7,False,True,0
36,0.29,0,False,True,0
36,0.217,0,False,True,0
60,0.2099,1,True,True,0
36,0.1695,1,False,True,0
36,0.1034,1,False,False,0
36,0.099,7,False,True,0
60,0.2151,3,False,True,0
60,0.1099,1,True,True,0
36,0.162,1,True,True,0
36,0.1535,1,True,True,0
36,0.094,1,True,True,1
36,0.3099,1,True,True,0
36,0.1099,1,True,True,0
36,0.1908,4,False,True,1
60,0.2672,13,True,True,0
36,0.3177,18,True,True,0
60,0.187,7,False,True,0
36,0.1099,1,False,True,0
60,0.2827,3,False,True,0
36,0.0879,1,True,True,0
36,0.1469,2,True,True,0
36,0.204,0,False,True,0
36,0.35,4,False,True,0
36,0.2639,1,True,True,0
36,0.1768,18,True,True,0
60,0.1564,1,True,True,0
36,0.1349,3,True,True,0
36,0.21,5,False,True,1
36,0.1203,1,True,True,0
60,0.2259,1,False,True,0
36,0.1449,3,False,True,0
36,0.14,1,True,True,1
36,0.2795,3,True,True,1
36,0.088,7,False,True,0
36,0.12,1,False,True,1
60,0.2432,1,True,True,0
36,0.2,0,False,True,0
36,0.1599,1,False,True,0
36,0.1388,0,False,True,0
36,0.1105,1,False,True,0
36,0.14,1,True,True,0
36,0.1039,1,True,True,0
36,0.1902,1,True,False,0
60,0.195,1,False,True,0
36,0.1355,1,False,True,0
12,0.2343,7,False,True,0
36,0.2346,6,False,True,0
36,0.1154,1,True,True,0
36,0.35,1,False,True,0
36,0.199,3,False,False,0
60,0.2199,1,True,True,0
36,0.085,0,False,True,0
36,0.2148,1,False,True,0
36,0.35,3,False,True,0
36,0.35,3,True,False,0
36,0.3177,13,True,True,0
60,0.1579,7,True,True,0
36,0.2574,2,True,True,0
36,0.2049,1,False,True,0
60,0.2573,3,True,True,0
36,0.2624,1,True,True,0
36,0.2272,1,True,True,0
36,0.15,1,False,True,0
36,0.1621,1,False,True,0
36,0.3199,7,False,True,0
60,0.1915,1,False,True,0
36,0.3177,1,True,True,0
60,0.166,1,True,True,0
36,0.22,3,True,False,0
60,0.1486,17,False,True,0
36,0.0975,0,False,True,0
36,0.15,0,False,True,0
36,0.1599,19,False,True,0
36,0.2511,7,False,True,0
60,0.2235,1,False,True,0
36,0.2859,1,False,True,0
36,0.285,1,False,False,0
36,0.3177,16,False,True,0
36,0.3,1,False,True,0
36,0.1973,1,False,True,0
36,0.1734,1,True,True,0
60,0.2632,1,False,True,0
36,0.1099,1,False,True,0
60,0.1415,1,False,True,0
36,0.055,4,True,True,2
36,0.1449,20,False,True,0
36,0.2492,1,True,True,0
60,0.1474,1,False,True,0
60,0.144,1,False,True,0
60,0.2489,2,True,True,0
60,0.1819,1,False,False,0
60,0.1169,19,True,True,0
36,0.2549,1,True,True,0
36,0.095,0,False,True,0
36,0.1778,4,True,True,0
36,0.107,0,False,True,0
36,0.3177,1,True,True,0
36,0.135,0,True,True,0
36,0.3177,19,False,True,0
36,0.2452,1,False,True,0
36,0.1025,2,True,True,0
36,0.18,0,False,True,0
36,0.3177,7,True,True,0
36,0.26,0,True,True,0
36,0.2,0,False,True,1
36,0.0964,1,True,True,0
36,0.08,0,False,True,0
36,0.3134,1,False,True,0
36,0.2699,1,False,True,0
36,0.275,1,False,False,0
36,0.1399,4,True,True,0
36,0.0845,0,True,True,0
36,0.143,7,False,True,0
36,0.2124,1,False,True,0
36,0.0809,1,True,True,0
36,0.2624,1,False,True,0
60,0.1364,1,False,True,0
36,0.1099,1,False,True,0
36,0.2159,1,True,True,0
36,0.1299,13,True,True,0
12,0.2254,7,False,False,0
36,0.1774,18,True,True,0
36,0.104,7,True,True,0
60,0.2705,20,True,True,0
36,0.1269,4,False,True,0
60,0.1984,1,True,True,0
36,0.177,5,False,True,0
36,0.1159,1,False,True,0
36,0.1099,1,True,True,0
60,0.2099,1,False,True,0
60,0.1474,7,False,True,1
60,0.1845,13,True,True,0
36,0.1035,1,False,True,0
36,0.259,1,True,True,0
60,0.2284,1,False,True,0
36,0.1945,1,False,True,0
60,0.1385,3,True,True,0
36,0.1375,0,True,True,0
36,0.24,0,True,True,0
36,0.2925,1,False,True,0
60,0.1845,2,True,True,0
36,0.1509,1,False,True,0
12,0.1389,7,False,True,0
36,0.099,0,False,True,1
36,0.1734,7,True,True,0
36,0.173,3,True,True,1
36,0.102,1,False,True,0
36,0.1915,1,True,True,0
36,0.0655,7,True,True,0
36,0.14,0,True,True,0
36,0.18,7,True,True,0
36,0.2419,3,False,True,0
60,0.2498,13,False,True,0
36,0.3199,1,True,True,0
36,0.35,2,True,True,0
36,0.18,0,True,True,0
36,0.215,1,False,True,0
36,0.174,2,True,True,0
36,0.35,7,False,True,0
36,0.1005,0,False,True,0
36,0.2124,1,False,True,0
36,0.2875,0,False,True,0
36,0.2786,1,True,True,0
36,0.099,1,True,True,0
36,0.1902,3,True,True,0
36,0.1799,1,False,True,0
36,0.2148,1,True,True,0
36,0.092,1,True,True,0
36,0.2449,3,False,False,0
36,0.3177,19,True,True,0
36,0.29,0,False,True,0
36,0.2924,3,False,True,0
36,0.285,1,False,True,0
36,0.1159,1,False,True,0
60,0.2629,1,False,True,0
60,0.1519,1,False,True,0
36,0.169,0,False,True,0
36,0.3127,7,False,True,0
36,0.2925,1,False,True,0
60,0.1334,7,False,True,0
60,0.198,1,False,True,0
36,0.1979,3,True,True,0
36,0.3177,2,True,True,0
36,0.1139,6,False,True,0
36,0.2245,1,False,True,1
36,0.2511,6,False,True,0
36,0.2287,20,False,True,0
36,0.1349,13,True,True,0
60,0.2394,1,True,True,0
60,0.261,1,False,True,0
60,0.2443,1,False,True,0
36,0.28,0,True,True,0
36,0.184,1,False,False,0
60,0.1334,15,False,True,0
60,0.1274,1,True,True,0
36,0.3199,1,True,True,0
36,0.1899,7,False,True,0
36,0.21,7,False,True,0
36,0.155,1,False,True,0
12,0.0735,3,False,True,0
60,0.3304,2,False,True,0
36,0.26,4,False,True,0
36,0.1039,1,True,True,0
36,0.125,0,True,True,0
36,0.1435,0,True,True,0
36,0.3149,7,False,True,0
36,0.3177,1,True,True,0
60,0.2468,1,True,True,0
36,0.1799,3,False,True,0
60,0.15,1,True,True,0
36,0.35,1,False,True,1
36,0.2699,7,False,False,0
60,0.2916,1,False,True,0
36,0.25,0,False,True,0
60,0.2849,1,True,True,0
36,0.1915,1,True,True,0
36,0.184,1,False,True,0
36,0.111,2,True,True,0
12,0.0628,2,True,True,1
36,0.1894,4,False,True,0
36,0.1449,18,False,True,0
60,0.1845,1,True,True,0
36,0.1725,3,False,True,0
36,0.15,0,False,True,0
60,0.2024,1,False,True,0
36,0.2895,0,False,True,0
12,0.2343,15,False,True,0
36,0.3199,1,True,True,0
36,0.092,1,False,True,0
60,0.1685,1,True,True,0
36,0.3177,1,True,True,0
36,0.19,0,False,True,0
60,0.1329,1,False,True,0
60,0.1346,18,False,True,0
60,0.1219,1,True,True,0
60,0.1334,1,False,True,0
36,0.264,0,True,True,0
36,0.17,3,True,False,1
36,0.2639,1,True,False,0
60,0.1419,1,True,True,0
36,0.0895,0,True,True,0
12,0.0801,1,True,True,0
12,0.2064,2,True,True,0
36,0.289,0,False,True,0
36,0.25,0,False,True,0
36,0.1375,0,True,True,1
36,0.135,0,False,True,0
60,0.2359,2,False,True,0
36,0.0655,2,True,True,0
36,0.29,0,False,True,0
36,0.1089,13,False,True,0
36,0.1349,6,False,True,0
36,0.2008,0,False,True,0
12,0.1656,1,False,True,0
36,0.2635,1,True,True,0
36,0.1039,7,True,True,0
36,0.3177,1,False,False,0
36,0.2492,1,True,True,0
36,0.35,5,False,False,0
36,0.3177,7,True,True,0
36,0.1619,2,True,True,0
36,0.1203,1,True,True,0
36,0.29,0,True,True,0
36,0.1449,1,True,True,0
60,0.2672,2,False,True,0
36,0.2885,0,False,True,0
36,0.2786,1,True,True,0
36,0.2379,1,True,True,0
12,0.1224,1,False,True,0
36,0.1799,0,True,True,0
36,0.0869,11,True,True,0
36,0.0899,1,False,True,0
36,0.3177,1,True,True,0
36,0.1635,15,False,True,0
36,0.1099,1,True,False,0
36,0.2699,3,False,True,0
36,0.152,1,True,True,0
60,0.197,3,True,False,0
36,0.0716,1,True,False,0
36,0.1599,7,False,True,0
36,0.0699,1,True,True,0
36,0.15,1,True,True,0
36,0.2346,1,False,True,0
36,0.075,4,True,True,0
60,0.2468,1,False,True,0
36,0.3125,1,True,True,0
36,0.3099,1,True,True,2
12,0.2669,6,True,True,0
36,0.229,7,True,False,0
36,0.1399,7,True,True,0
36,0.2499,0,False,True,0
36,0.1469,3,False,True,0
36,0.2049,13,True,True,0
36,0.07,4,True,True,0
36,0.2549,1,True,True,0
36,0.16,0,False,True,0
36,0.1239,1,False,True,0
36,0.2774,7,False,True,0
36,0.0777,0,False,True,0
36,0.2498,1,True,True,0
36,0.093,1,True,True,0
36,0.11,4,False,True,0
36,0.35,5,True,True,0
36,0.2375,0,False,True,0
60,0.1765,20,False,True,0
60,0.3032,1,True,True,0
36,0.3177,1,False,True,0
60,0.1519,1,True,True,0
36,0.0964,1,True,True,0
12,0.0565,2,True,True,0
60,0.3304,2,True,True,0
36,0.1274,1,False,True,0
36,0.133,0,True,True,0
36,0.2346,1,False,True,0
36,0.2005,3,False,True,1
60,0.1982,1,False,True,0
60,0.2056,7,False,True,0
36,0.1249,3,False,False,0
36,0.2335,0,False,True,0
36,0.2449,16,True,True,0
12,0.0628,7,False,True,0
36,0.1099,1,False,True,0
36,0.29,0,False,True,0
36,0.1983,1,True,True,0
60,0.1769,7,False,True,0
60,0.1396,1,True,True,0
60,0.1519,1,False,True,0
36,0.3199,7,True,True,0
60,0.1169,1,True,True,0
36,0.2699,7,False,True,0
36,0.1485,7,False,True,0
60,0.2085,1,False,True,0
36,0.0699,18,True,True,0
60,0.1984,1,False,True,0
36,0.2699,6,True,True,0
36,0.2524,3,False,True,0
60,0.1485,1,False,True,0
36,0.1029,1,True,True,0
36,0.295,1,False,True,0
36,0.17,0,False,True,0
36,0.108,4,True,True,0
36,0.1799,1,False,True,0
36,0.1199,1,False,True,0
36,0.35,7,False,True,0
36,0.2924,1,True,True,0
60,0.1685,1,True,True,0
60,0.2432,1,True,True,0
36,0.072,6,True,True,0
36,0.1444,0,False,True,1
36,0.1799,7,False,True,0
36,0.2,0,True,True,0
60,0.183,20,True,True,0
36,0.3127,2,True,True,0
36,0.3134,1,True,True,0
36,0.2499,0,True,True,0
36,0.155,1,True,False,0
36,0.0799,6,True,True,0
36,0.0599,1,True,True,0
36,0.3177,1,True,True,0
36,0.1069,0,True,True,1
36,0.2599,7,False,True,0
36,0.1979,4,False,True,0
60,0.1474,1,True,True,0
36,0.29,0,False,True,0
36,0.2699,1,True,True,0
36,0.2345,0,False,True,0
36,0.1029,1,True,True,0
36,0.246,0,False,True,1
36,0.135,1,True,True,0
36,0.1679,1,False,True,0
12,0.0499,1,True,True,0
36,0.2074,1,True,True,0
36,0.1725,1,True,True,0
12,0.2669,1,False,True,0
36,0.0895,7,True,True,0
36,0.0974,1,True,True,0
36,0.102,1,True,True,0
12,0.2669,7,True,True,0
36,0.15,0,False,True,0
36,0.35,1,False,True,0
60,0.2085,6,False,True,0
36,0.099,7,True,True,0
36,0.1399,1,True,True,0
36,0.1274,1,False,True,0
36,0.1129,2,False,True,0
36,0.35,3,False,True,0
36,0.2899,1,False,True,3
36,0.198,1,True,True,0
36,0.1249,1,False,True,0
36,0.1029,1,True,True,0
36,0.07,0,True,True,1
36,0.1299,2,False,True,0
36,0.09,1,True,True,1
36,0.29,0,True,True,0
36,0.1679,1,True,True,0
36,0.145,0,False,True,0
60,0.1049,1,False,True,0
36,0.1469,15,True,True,0
36,0.2859,1,False,True,0
60,0.2081,1,True,True,0
36,0.1639,1,False,True,0
36,0.2725,1,True,True,0
36,0.08,0,False,True,0
36,0.3177,1,True,True,0
60,0.15,1,True,True,0
12,0.2399,6,False,True,0
36,0.1,1,True,True,0
36,0.0649,1,True,True,0
36,0.2049,13,False,True,0
36,0.1039,14,True,True,0
36,0.2324,1,True,True,0
36,0.1139,1,True,True,0
36,0.2712,20,False,True,0
36,0.217,0,False,True,0
60,0.1914,1,False,True,0
36,0.3214,1,False,True,0
36,0.135,1,False,True,0
36,0.1385,2,True,True,0
36,0.2699,2,True,True,0
36,0.0699,2,False,True,0
36,0.155,1,True,True,0
36,0.1485,1,False,True,0
36,0.3177,1,True,True,0
36,0.2932,1,True,False,0
36,0.2019,8,False,True,0
36,0.2419,13,True,True,0
36,0.23,0,True,True,0
36,0.127,2,False,True,0
36,0.1349,1,True,True,0
60,0.162,15,True,True,0
60,0.2573,15,False,True,0
36,0.29,0,False,False,0
36,0.3177,3,True,False,0
36,0.3199,1,True,True,0
36,0.2255,3,True,True,0
36,0.0716,7,True,True,0
36,0.35,1,False,True,0
36,0.215,7,False,True,0
36,0.23,1,False,True,0
36,0.3177,1,True,True,0
36,0.162,19,False,True,0
60,0.2379,1,True,True,0
36,0.1445,0,True,True,0
36,0.3177,13,False,True,0
60,0.1585,1,True,True,0
36,0.194,1,True,True,0
36,0.0899,1,False,True,0
36,0.0964,1,False,True,0
36,0.2049,1,True,True,0
60,0.2489,6,False,True,0
36,0.1071,0,True,True,0
60,0.3027,1,False,True,0
36,0.32,3,True,True,0
36,0.2048,0,False,True,0
60,0.2769,1,False,True,0
36,0.0695,1,False,True,0
36,0.1399,7,False,True,0
60,0.099,1,False,True,0
36,0.1926,0,True,True,0
36,0.1515,3,False,True,0
60,0.149,2,True,True,0
36,0.2324,15,True,True,0
36,0.35,1,True,True,0
36,0.1495,0,True,True,0
36,0.2492,1,True,True,0
60,0.1765,1,True,False,0
60,0.1474,1,False,True,0
36,0.3177,19,True,True,0
60,0.2139,1,False,True,0
36,0.1895,0,False,True,0
36,0.1905,1,True,True,0
36,0.1725,1,True,True,0
60,0.2899,1,False,False,0
36,0.2712,1,True,True,0
36,0.1585,7,False,True,0
36,0.127,4,False,True,0
36,0.195,0,False,True,0
60,0.1699,3,False,True,0
36,0.1823,7,False,True,0
60,0.2235,1,False,True,0
36,0.1355,0,True,True,0
36,0.176,6,True,False,0
36,0.0809,1,False,True,0
36,0.3177,1,False,True,0
60,0.2624,13,False,True,0
36,0.25,3,False,False,0
36,0.1939,1,True,True,0
36,0.3125,1,True,True,0
36,0.1189,7,False,True,0
36,0.2499,1,True,True,0
36,0.18,1,True,True,0
36,0.1979,1,True,True,0
60,0.2005,3,True,False,0
36,0.2786,2,True,True,0
36,0.1203,3,False,True,0
36,0.111,6,False,True,0
36,0.2769,1,True,True,0
36,0.2712,1,True,True,0
36,0.2099,1,True,True,0
36,0.15,0,True,True,0
36,0.1679,1,False,True,0
60,0.2304,1,True,True,0
36,0.2199,13,False,True,0
36,0.1621,1,True,True,0
60,0.287,1,True,True,0
36,0.1685,1,False,True,0
36,0.15,0,False,True,0
60,0.3032,1,True,True,0
36,0.1559,1,True,True,0
36,0.2099,1,True,True,0
36,0.2474,13,False,True,0
60,0.1585,1,True,True,0
60,0.1579,1,True,True,0
36,0.1672,0,False,True,0
36,0.3177,7,False,True,0
36,0.144,1,True,True,0
36,0.117,0,False,True,2
36,0.127,7,False,False,0
36,0.2,0,False,True,0
36,0.1818,0,True,True,0
36,0.1499,7,True,True,1
36,0.0769,20,True,True,0
36,0.22,0,False,True,0
36,0.08,7,True,False,0
36,0.235,0,False,True,0
36,0.2346,1,True,True,0
60,0.152,3,False,True,0
60,0.1435,1,False,True,0
36,0.092,7,False,True,0
36,0.1575,0,False,True,0
36,0.209,0,False,True,0
60,0.2489,15,True,True,0
36,0.0819,1,True,True,0
36,0.24,0,False,True,0
36,0.0659,1,True,True,0
36,0.2452,7,False,True,0
36,0.0605,18,True,True,0
36,0.1899,2,True,True,0
36,0.31,2,False,True,0
36,0.1045,1,True,True,0
36,0.198,1,True,True,0
60,0.162,2,True,True,0
36,0.0649,14,True,True,0
36,0.3177,1,False,True,0
36,0.1374,0,False,True,0
36,0.2199,1,True,True,0
36,0.2379,13,True,True,0
60,0.2225,1,True,True,0
36,0.12,1,True,True,0
36,0.125,0,False,True,0
36,0.2599,3,False,False,0
60,0.162,7,False,True,0
36,0.1585,1,True,True,0
36,0.316,6,False,True,0
36,0.1979,1,False,True,0
36,0.139,1,True,True,0
36,0.187,1,True,True,0
36,0.2941,1,True,True,0
60,0.1239,7,True,True,0
36,0.1415,7,False,True,0
36,0.15,4,False,True,1
36,0.1824,1,False,True,0
36,0.2346,2,True,True,0
60,0.231,1,True,True,0
36,0.14,0,False,True,0
36,0.1,0,True,True,0
36,0.0699,1,True,True,0
60,0.2489,1,False,True,0
36,0.1375,4,False,True,1
36,0.285,1,False,True,0
36,0.1537,1,True,True,0
36,0.3177,1,True,True,0
36,0.2449,1,True,True,0
60,0.1465,7,False,True,0
36,0.104,6,True,True,0
36,0.3177,1,True,True,0
60,0.1364,1,True,True,0
36,0.3099,1,True,True,0
36,0.1099,4,False,True,0
36,0.29,0,True,True,0
36,0.0605,1,True,True,0
36,0.2324,13,True,True,0
36,0.1385,1,False,False,0
36,0.15,1,True,True,0
36,0.1795,7,False,False,0
36,0.3177,1,True,False,0
36,0.1685,1,True,True,0
36,0.18,6,False,False,0
36,0.3435,6,True,True,2
36,0.1485,1,True,True,0
36,0.1575,0,False,True,0
36,0.2769,1,False,True,0
36,0.24,0,False,True,0
60,0.1399,1,True,True,0
36,0.1105,1,True,True,0
60,0.1435,1,False,True,0
36,0.197,1,True,True,0
36,0.079,0,False,True,0
36,0.32,1,True,True,1
36,0.1949,7,False,True,0
36,0.1295,0,False,True,0
36,0.2099,1,True,True,0
36,0.2599,1,True,True,0
36,0.197,7,True,True,0
60,0.2359,3,False,True,0
36,0.2786,14,True,True,0
60,0.1219,1,False,False,0
60,0.1847,1,True,True,0
60,0.194,1,True,True,0
36,0.197,1,True,True,0
36,0.185,0,True,True,0
36,0.25,3,False,False,0
36,0.1845,0,True,True,0
60,0.1519,7,True,True,0
36,0.145,0,False,True,0
36,0.2095,1,False,True,0
36,0.2199,7,False,True,0
36,0.1559,1,False,True,0
60,0.1819,6,True,True,0
36,0.12,0,True,True,0
36,0.194,1,True,True,0
60,0.173,1,True,True,0
60,0.1579,13,True,True,0
36,0.1435,1,True,True,0
36,0.2999,20,True,True,0
36,0.3177,1,False,True,0
36,0.0769,1,True,False,0
36,0.21,1,False,True,0
36,0.2699,2,True,True,0
36,0.3199,1,True,True,0
36,0.162,3,True,False,0
36,0.35,4,False,True,0
60,0.176,1,False,True,0
36,0.322,1,False,False,0
60,0.1551,1,False,True,0
36,0.165,0,True,True,1
36,0.145,0,True,True,0
36,0.3199,3,True,True,0
36,0.2599,7,True,True,0
36,0.1189,1,False,True,0
36,0.0769,1,True,True,0
60,0.1875,1,True,True,0
60,0.1519,1,False,True,0
36,0.1485,6,True,True,0
36,0.18,1,True,True,0
60,0.1769,20,False,True,0
60,0.2179,7,False,True,0
36,0.0769,1,True,True,0
36,0.2324,1,False,True,0
36,0.1,0,False,True,0
36,0.1559,3,True,True,0
36,0.1224,0,False,True,0
36,0.222,0,True,True,0
36,0.3177,2,False,True,0
36,0.2958,1,False,True,0
36,0.138,1,True,True,0
60,0.2304,1,False,True,0
36,0.2566,1,True,True,0
36,0.1656,1,True,True,0
36,0.2155,1,False,True,0
36,0.1798,0,False,True,0
36,0.2399,0,True,True,0
36,0.1774,2,True,True,0
60,0.1314,7,True,True,0
36,0.0814,1,False,True,0
36,0.082,1,True,True,0
36,0.0974,18,True,True,0
36,0.2,3,False,True,0
36,0.099,14,False,True,0
36,0.2492,3,False,True,0
60,0.2253,1,True,True,0
36,0.145,4,True,True,0
60,0.1396,1,False,True,0
36,0.1399,1,False,True,0
36,0.111,1,False,True,0
36,0.3125,1,False,True,0
36,0.3495,5,True,False,0
36,0.16,4,False,True,0
36,0.3177,1,True,True,0
36,0.1765,1,False,True,0
36,0.08,0,False,True,0
36,0.1314,14,True,True,0
36,0.077,0,True,True,0
36,0.2015,13,False,True,0
36,0.285,1,True,True,0
36,0.1449,1,False,True,0
36,0.2699,1,False,True,0
36,0.176,1,True,True,0
60,0.3165,1,True,True,0
60,0.1274,1,True,True,0
36,0.14,1,False,True,0
36,0.3125,7,True,True,1
36,0.1249,1,True,True,0
36,0.285,1,False,False,0
60,0.1551,7,True,True,0
36,0.2199,1,True,True,0
36,0.1811,1,True,True,0
36,0.2639,6,False,True,0
36,0.197,1,False,True,0
36,0.139,1,True,True,0
36,0.0825,0,True,True,1
60,0.2469,1,True,True,0
36,0.2159,1,False,True,0
60,0.201,1,False,True,0
36,0.15,1,False,True,0
36,0.1465,3,True,True,0
36,0.3012,1,True,True,0
60,0.215,1,False,True,0
36,0.2859,1,True,True,0
60,0.1399,1,False,True,0
36,0.1695,1,True,True,0
60,0.1819,1,True,True,0
36,0.2712,1,True,False,0
60,0.1875,1,True,True,0
36,0.1459,1,True,True,0
36,0.2125,1,False,True,0
36,0.0899,0,True,True,0
36,0.128,0,False,True,0
60,0.1355,1,False,True,0
36,0.145,3,False,False,0
60,0.1982,14,False,True,0
60,0.1699,7,False,True,0
36,0.127,1,False,True,0
36,0.35,5,False,True,0
36,0.0759,1,False,True,0
36,0.2,0,False,True,0
36,0.2694,1,False,True,0
36,0.3199,1,True,True,0
36,0.2452,2,True,True,0
36,0.105,1,False,True,0
36,0.0759,1,True,True,0
36,0.3177,3,True,True,0
36,0.18,0,True,True,0
36,0.1335,1,True,False,1
36,0.29,0,False,True,0
36,0.1499,3,True,True,0
60,0.1199,1,True,True,0
36,0.1219,1,True,True,0
36,0.3177,1,True,True,0
36,0.203,3,True,False,0
60,0.155,1,True,True,0
36,0.2492,18,True,True,0
36,0.3139,1,False,True,0
60,0.2694,1,False,False,0
60,0.2699,1,True,True,0
36,0.3177,1,False,True,0
36,0.1767,0,False,True,0
60,0.152,7,False,True,0
36,0.25,0,False,True,0
36,0.1469,1,False,True,0
60,0.1585,1,False,True,0
36,0.35,1,True,True,0
36,0.1664,1,False,True,0
36,0.1299,2,True,True,0
36,0.081,1,True,True,0
36,0.195,1,True,True,0
36,0.082,3,True,True,0
60,0.1649,1,True,True,0
36,0.285,1,True,True,0
36,0.1345,0,True,True,0
36,0.33,7,False,True,0
36,0.0769,1,True,True,0
36,0.08,1,False,True,1
36,0.2999,1,False,True,0
60,0.1099,1,True,False,0
36,0.2958,1,True,True,0
36,0.0964,1,True,True,0
36,0.2099,1,True,True,0
60,0.2099,1,True,True,0
36,0.1559,1,True,True,0
36,0.1734,2,True,True,0
36,0.29,0,False,True,0
36,0.1219,1,True,True,0
36,0.1239,1,True,True,0
36,0.2,7,True,True,0
36,0.2199,1,True,True,0
36,0.0809,1,False,True,0
36,0.2099,3,False,True,0
36,0.2,0,False,True,1
60,0.1474,2,True,True,0
36,0.1299,1,False,True,0
36,0.1979,1,False,True,0
60,0.179,2,False,True,0
36,0.1659,0,False,True,0
36,0.2625,7,False,False,0
36,0.1695,0,True,True,0
60,0.183,3,False,False,0
36,0.197,1,True,True,0
36,0.3199,7,True,True,0
60,0.1628,1,True,True,0
36,0.1034,1,True,False,0
36,0.1399,1,True,False,0
36,0.071,2,True,True,0
36,0.22,0,False,True,0
60,0.2862,13,True,True,0
36,0.2932,1,False,True,0
36,0.1225,0,False,True,0
36,0.313,4,True,True,0
60,0.0869,19,True,True,0
36,0.092,1,False,True,0
60,0.2379,1,False,True,0
36,0.1679,2,True,True,0
36,0.35,7,False,True,0
36,0.2624,13,True,True,0
36,0.2205,1,False,True,0
